64
35,34,33,31,30,29,28,27,26,26,25,23,22,21,20,20,20,21,22,23,24,25,25,25,24,24,23,23,24,24,25,25,25,25,24,23,22,20,19,17,16,14,13,12,11,11,11,11,12,14,17,20,23,25,27,27,25,23,21,18,16,13,11,11
36,35,33,30,28,27,25,25,25,25,25,26,26,25,25,25,24,24,23,24,24,24,24,24,24,23,23,22,22,22,21,21,21,21,20,20,20,19,19,18,17,16,15,14,12,11,11,11,11,11,13,16,20,23,25,26,26,24,22,19,16,13,11,11
35,33,31,28,25,23,22,22,23,24,26,27,29,30,30,29,27,26,24,23,23,23,23,23,23,23,22,21,20,19,18,17,17,17,17,18,18,18,19,19,19,19,18,17,15,13,11,11,11,11,11,13,16,20,24,26,26,25,23,20,17,14,11,11
32,30,27,24,21,19,18,19,20,23,25,29,31,33,33,32,30,27,24,23,22,22,22,22,22,22,22,21,19,17,15,14,13,14,15,16,17,18,19,21,22,22,22,21,18,16,13,11,11,11,11,11,13,17,21,24,26,25,24,21,18,15,13,12
27,25,22,19,17,15,15,16,18,21,25,29,33,35,35,34,31,28,24,22,21,20,20,21,22,22,22,20,18,16,13,12,11,12,14,16,17,19,21,23,25,26,26,25,22,19,16,13,11,11,11,11,11,15,19,23,25,25,24,22,20,18,16,15
23,21,18,15,13,12,12,14,17,21,25,29,33,36,36,34,31,27,23,20,19,19,20,21,22,22,22,21,19,16,13,12,12,13,14,17,19,21,23,26,28,29,30,28,26,23,19,15,11,11,11,11,11,13,18,22,24,25,25,24,22,20,19,19
19,18,15,12,11,11,11,14,17,21,25,29,33,35,35,33,30,25,21,19,18,18,19,21,23,24,25,24,21,18,16,15,14,15,17,20,22,24,26,29,31,32,32,31,28,25,21,17,12,11,11,11,11,13,18,22,24,25,25,24,23,22,21,21
16,14,12,11,11,11,11,13,17,20,24,28,31,33,34,32,29,25,21,19,18,19,20,22,25,27,28,27,25,22,20,18,18,19,20,23,25,27,29,32,34,35,35,33,30,27,23,19,15,11,11,11,11,14,18,22,24,25,25,24,23,22,21,21
14,12,11,11,11,11,11,13,16,19,22,25,29,31,32,31,29,25,22,20,19,20,22,24,27,29,30,30,29,26,24,22,21,22,23,25,27,29,32,34,37,38,37,35,32,28,25,21,17,14,12,12,13,16,19,22,23,24,24,23,22,22,21,21
13,11,11,11,11,11,11,13,16,18,20,23,26,28,29,29,28,26,24,22,21,22,23,25,28,30,32,33,31,29,27,25,24,23,24,26,28,30,33,36,39,40,39,37,34,30,26,22,19,16,15,15,16,18,21,22,23,23,23,22,21,20,20,20
13,11,11,11,11,11,12,14,16,18,18,20,23,25,27,28,28,27,25,23,22,23,24,25,28,30,32,33,33,31,29,26,25,24,24,26,27,30,33,37,40,41,40,38,34,30,26,23,20,18,18,18,19,20,22,22,22,22,21,20,19,19,19,19
14,12,11,11,11,12,14,16,17,17,17,18,20,22,24,26,27,27,26,24,23,23,23,25,27,29,31,32,32,31,29,26,25,23,23,24,26,29,33,37,39,41,40,38,34,30,26,23,21,20,20,20,21,22,23,22,21,20,19,18,18,18,18,18
16,14,13,13,14,15,16,18,19,18,17,17,18,20,22,24,25,26,26,25,23,22,22,23,24,26,28,30,30,29,27,25,23,22,21,22,24,27,31,35,38,40,39,37,33,28,25,22,21,21,21,22,23,24,24,22,20,19,18,17,17,17,17,18
19,16,15,15,16,18,19,20,20,19,17,16,16,18,19,22,24,25,25,24,22,21,20,20,21,22,24,26,27,27,25,23,21,19,19,20,21,25,29,34,37,39,38,35,31,27,23,21,20,21,22,23,24,25,24,22,19,17,16,16,16,17,18,18
21,18,17,17,18,20,21,22,22,21,18,16,16,16,18,20,21,23,23,22,20,18,17,16,17,18,20,22,24,23,22,20,18,17,17,18,20,23,28,32,36,37,36,34,29,25,21,19,19,20,21,23,24,25,24,21,18,16,16,16,17,18,19,20
21,19,18,18,20,21,23,24,24,23,20,18,17,16,17,18,19,20,20,19,17,15,14,13,14,15,17,19,21,21,20,18,17,16,16,17,19,23,27,32,35,36,36,33,28,24,20,18,18,19,21,22,23,24,23,20,18,16,16,16,18,20,22,23
21,19,19,20,21,24,26,27,27,26,23,20,18,17,16,15,15,15,15,14,13,12,11,11,12,14,16,18,19,19,18,16,15,14,14,16,18,22,26,31,34,36,35,32,28,24,20,19,18,19,20,22,23,23,23,21,18,17,17,18,19,21,23,24
21,19,20,22,24,27,29,30,31,29,26,23,20,17,15,13,12,11,11,11,11,11,11,11,12,14,16,18,19,18,17,15,13,13,13,14,16,20,24,29,33,35,35,33,29,25,22,20,19,19,20,21,23,23,23,21,20,19,19,19,20,22,23,24
20,20,21,24,27,29,32,33,33,32,29,26,22,18,14,12,11,11,11,11,11,11,11,11,13,15,17,19,19,18,16,14,12,11,11,13,15,18,23,27,31,34,34,33,30,26,23,21,20,20,20,21,22,23,23,22,21,21,20,21,21,22,22,23
20,21,23,26,29,32,34,35,35,33,31,27,23,19,14,11,11,11,11,11,11,11,11,13,15,18,19,20,20,18,16,13,11,11,11,11,14,17,21,26,30,33,34,33,31,28,25,23,21,20,20,20,21,22,23,23,23,23,22,22,22,22,21,21
20,21,24,28,31,33,34,35,34,33,31,27,23,19,15,12,11,11,11,11,11,11,13,16,19,21,22,22,21,19,16,13,11,11,11,11,14,16,21,25,29,32,33,32,31,28,26,23,21,20,19,19,20,22,23,24,24,24,24,23,22,21,20,20
20,22,26,29,32,33,34,34,33,31,29,26,23,19,16,13,11,11,11,11,12,14,17,20,22,23,24,24,22,19,16,13,11,11,11,12,14,17,21,25,29,31,32,32,30,28,26,23,21,19,17,17,18,20,22,24,25,26,25,24,22,21,19,18
20,23,27,30,32,33,33,31,29,28,26,24,22,19,17,15,14,13,13,14,16,19,21,24,25,26,25,24,22,19,15,12,11,11,11,13,16,18,22,26,29,31,31,31,29,27,25,22,19,17,15,15,16,19,21,24,26,26,26,25,23,21,19,18
21,24,28,30,32,32,30,28,26,24,23,21,20,19,18,17,17,18,18,19,21,23,25,26,27,27,25,24,21,18,15,12,11,11,12,15,18,20,24,27,29,30,30,29,27,25,23,20,17,15,13,13,14,17,20,23,25,26,26,25,24,22,20,19
21,25,28,30,31,30,28,25,22,20,20,19,18,18,18,19,20,21,22,23,24,26,27,27,27,26,24,21,19,16,13,11,11,12,14,17,20,23,26,28,30,30,29,27,24,22,20,17,14,12,11,11,12,15,18,21,23,25,26,26,25,23,22,22
21,24,27,29,29,28,26,23,20,18,18,17,17,18,19,21,23,25,26,27,28,29,29,29,27,25,23,20,18,15,13,12,11,13,15,18,21,24,26,28,29,28,27,24,21,18,16,13,11,11,11,11,11,12,16,19,22,24,25,26,26,26,26,26
21,23,26,27,27,27,25,22,20,18,17,17,17,19,21,23,26,29,31,31,32,32,32,31,29,26,23,20,18,16,14,13,12,13,15,18,21,23,25,26,27,26,24,20,17,14,12,11,11,11,11,11,11,11,14,17,20,23,25,27,28,29,29,30
20,22,23,25,25,25,24,22,20,18,17,17,18,19,22,25,28,32,34,35,35,35,34,33,30,27,24,21,20,18,16,14,14,15,16,18,20,22,23,24,24,23,21,18,14,11,11,11,11,11,11,11,11,11,13,16,19,23,25,28,30,31,32,33
19,20,21,23,23,24,23,22,21,19,18,18,18,20,22,25,29,33,35,36,37,37,36,34,31,28,25,23,22,20,18,17,16,16,16,17,19,20,21,22,22,21,19,16,13,11,11,11,11,11,11,11,11,11,12,16,19,23,26,28,30,32,33,34
19,19,19,20,22,23,23,23,22,21,19,18,18,19,21,25,28,32,34,36,37,37,36,34,32,29,26,24,23,22,20,19,18,17,17,17,18,18,19,20,20,20,18,16,13,11,11,11,11,11,11,11,11,11,13,16,20,23,26,28,30,31,33,34
19,18,18,19,20,22,23,24,24,22,21,19,18,18,20,22,26,29,32,34,35,35,34,33,31,29,27,25,24,24,22,21,20,18,18,17,17,17,18,19,20,20,19,17,15,12,11,11,11,11,11,11,11,11,14,18,21,24,26,28,29,30,30,31
19,17,17,18,19,21,23,24,24,23,21,19,17,17,17,19,22,25,28,30,31,32,32,31,29,28,26,25,25,24,23,22,21,20,19,18,17,17,18,19,20,21,21,20,18,16,14,11,11,11,11,11,11,11,15,19,22,25,26,27,27,27,27,28
20,18,17,17,19,20,22,23,24,23,21,18,15,14,14,15,18,21,24,26,27,28,28,28,27,26,24,24,24,24,23,23,22,21,20,20,19,19,20,21,22,23,23,23,22,20,18,14,11,11,11,11,11,13,17,21,24,25,26,26,26,25,24,23
21,19,18,18,18,19,21,22,22,21,19,16,13,11,11,12,14,17,20,22,24,25,25,25,24,23,21,21,21,21,22,22,22,23,22,22,22,22,22,24,25,26,26,26,25,23,21,17,13,11,11,11,11,14,18,22,24,26,26,25,24,22,21,20
23,20,18,17,17,18,18,19,19,18,15,12,11,11,11,11,11,14,16,18,20,21,21,21,20,19,17,17,17,18,19,21,22,23,24,24,24,24,25,26,28,29,29,29,28,27,25,21,17,14,12,11,13,15,19,23,25,26,26,24,23,20,19,18
23,20,18,16,15,15,15,15,15,14,12,11,11,11,11,11,11,11,12,14,16,17,17,16,15,14,13,13,14,15,17,19,21,22,23,24,25,25,26,28,29,31,32,33,32,31,29,26,22,19,16,16,16,18,21,23,25,26,25,24,22,20,18,16
23,20,17,14,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,12,12,11,11,11,12,13,15,17,19,21,22,23,24,24,26,28,30,32,34,35,35,34,32,30,27,24,21,20,20,21,22,24,25,25,25,23,21,19,17,16
22,19,15,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,15,17,19,20,21,22,22,23,25,27,30,33,35,36,36,36,35,33,30,28,26,25,24,24,24,24,25,25,24,23,21,20,18,17
22,18,14,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,14,16,17,19,19,20,20,21,21,23,26,29,32,34,35,36,36,35,34,32,31,29,28,27,26,25,24,24,23,23,23,22,21,20,18
21,17,13,11,11,11,11,11,11,11,12,12,11,11,11,11,11,11,11,11,12,11,11,11,11,11,11,12,14,16,18,19,19,19,19,19,19,20,22,25,27,30,32,33,33,33,33,33,32,32,31,30,29,27,25,24,23,22,22,22,22,22,21,20
20,17,12,11,11,11,11,11,11,14,15,16,15,14,13,12,12,12,13,14,15,14,13,12,12,12,13,15,17,19,20,21,21,20,19,18,18,19,21,24,26,28,29,30,30,30,30,30,31,31,32,31,30,28,25,23,21,21,21,22,23,23,23,22
20,17,12,11,11,11,11,11,14,18,19,20,20,19,18,17,16,16,17,18,18,18,16,15,14,15,16,18,20,22,23,23,23,21,20,19,19,20,22,23,25,26,26,26,26,25,25,26,28,30,31,31,30,28,25,22,20,19,20,21,23,24,24,23
3
20
19
15
